,Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
55,56,Chris Paul 2015,34.6166666667,6.41071428571,13.6071428571,0.471128608924,1.57142857143,4.10714285714,0.382608695652,0.528871391076,3.25,3.69642857143,0.87922705314,4.83928571429,9.80357142857,17.6428571429,0.57907816383,45.0910714286,12.825,22.7625,124.232142857,106.553571429
56,57,Chris Paul 2015,34.701754386,6.52631578947,13.7543859649,0.474489795918,1.57894736842,4.08771929825,0.386266094421,0.531887755102,3.22807017544,3.66666666667,0.88038277512,4.82456140351,9.80701754386,17.8596491228,0.581076761496,45.4122807018,12.8614035088,22.9526315789,124.140350877,106.385964912
57,58,Chris Paul 2015,34.767816092,6.55172413793,13.8275862069,0.473815461347,1.58620689655,4.08620689655,0.388185654008,0.531172069825,3.24137931034,3.6724137931,0.882629107981,4.79310344828,9.87931034483,17.9310344828,0.580538561158,45.6310344828,12.7982758621,22.9655172414,124.25862069,106.603448276
58,59,Chris Paul 2015,34.8483050847,6.5593220339,13.8305084746,0.474264705882,1.57627118644,4.08474576271,0.385892116183,0.53125,3.25423728814,3.67796610169,0.884792626728,4.77966101695,9.93220338983,17.9491525424,0.58092333348,45.8305084746,12.6830508475,22.9169491525,124.576271186,106.322033898
59,60,Chris Paul 2015,34.8961111111,6.65,13.9166666667,0.477844311377,1.55,4.08333333333,0.379591836735,0.533532934132,3.26666666667,3.71666666667,0.878923766816,4.78333333333,9.96666666667,18.1166666667,0.582454561043,46.1866666667,12.545,22.99,124.916666667,106.25
60,61,Chris Paul 2015,34.9259562842,6.73770491803,14.0163934426,0.480701754386,1.55737704918,4.08196721311,0.381526104418,0.536257309942,3.2131147541,3.65573770492,0.878923766816,4.77049180328,10.0327868852,18.2459016393,0.583871915394,46.4885245902,12.4180327869,23.0180327869,125.213114754,106.196721311
61,62,Chris Paul 2015,35.0400537634,6.85483870968,14.2580645161,0.480769230769,1.56451612903,4.11290322581,0.380392156863,0.535633484163,3.25806451613,3.6935483871,0.882096069869,4.79032258065,10.064516129,18.5322580645,0.583390876965,47.0016129032,12.4370967742,23.3064516129,124.919354839,106.048387097
62,63,Chris Paul 2015,34.9785714286,6.85714285714,14.3015873016,0.479467258602,1.53968253968,4.11111111111,0.374517374517,0.533296337403,3.20634920635,3.63492063492,0.882096069869,4.79365079365,10.0793650794,18.4603174603,0.58047835809,47.1761904762,12.6,23.4380952381,124.396825397,106.126984127
63,64,Chris Paul 2015,34.8963541667,6.765625,14.171875,0.477398015436,1.515625,4.0625,0.373076923077,0.530871003308,3.15625,3.578125,0.882096069869,4.78125,10.15625,18.203125,0.578014606652,47.5734375,13.028125,23.3234375,123.765625,105.8125
64,65,Chris Paul 2015,34.9266666667,6.83076923077,14.2461538462,0.479481641469,1.56923076923,4.12307692308,0.380597014925,0.534557235421,3.2,3.63076923077,0.881355932203,4.76923076923,10.1384615385,18.4307692308,0.581643750486,47.7138461538,13.1123076923,23.4630769231,123.907692308,105.923076923
65,66,Chris Paul 2015,34.8972222222,6.80303030303,14.1515151515,0.480728051392,1.56060606061,4.09090909091,0.381481481481,0.535867237687,3.15151515152,3.57575757576,0.881355932203,4.71212121212,10.0909090909,18.3181818182,0.582459724042,47.4484848485,13.4181818182,23.3666666667,123.636363636,106.272727273
66,67,Chris Paul 2015,34.9231343284,6.80597014925,14.2537313433,0.477486910995,1.55223880597,4.07462686567,0.380952380952,0.531937172775,3.22388059701,3.64179104478,0.885245901639,4.68656716418,10.0149253731,18.3880597015,0.579841108475,47.1044776119,13.3805970149,23.4955223881,123.23880597,106.208955224
67,68,Chris Paul 2015,34.9303921569,6.79411764706,14.2794117647,0.475798146241,1.58823529412,4.11764705882,0.385714285714,0.531410916581,3.25,3.67647058824,0.884,4.66176470588,9.98529411765,18.4264705882,0.579555966698,47.0058823529,13.3264705882,23.5558823529,123.102941176,106.102941176
